;clip;id;movie;srt_name;video_name;graph_number;label;reason;fold
337;tt0119822scene-185.ss-1694.es-1698;tt0119822-185;tt0119822;scene-185.ss-1694.es-1698.srt;tt0119822_scene_185.avi;184;1;['Body', 'Appearance', 'Clothes'];2
338;tt0119822scene-186.ss-1699.es-1706;tt0119822-186;tt0119822;scene-186.ss-1699.es-1706.srt;tt0119822_scene_186.avi;185;1;['Body', 'Appearance', 'Clothes'];2
341;tt0119822scene-189.ss-1725.es-1745;tt0119822-189;tt0119822;scene-189.ss-1725.es-1745.srt;tt0119822_scene_189.avi;188;0;['Body', 'Posture'];2
342;tt0119822scene-191.ss-1749.es-1754;tt0119822-191;tt0119822;scene-191.ss-1749.es-1754.srt;tt0119822_scene_191.avi;190;0;['Type of plan', 'Body', 'Activities'];2
343;tt0119822scene-192.ss-1754.es-1757;tt0119822-192;tt0119822;scene-192.ss-1754.es-1757.srt;tt0119822_scene_192.avi;191;0;['Exp of  emotion'];2
348;tt0212338scene-005.ss-0030.es-0034;tt0212338-005;tt0212338;scene-005.ss-0030.es-0034.srt;tt0212338_scene_5.avi;4;0;['Activities'];3
349;tt0212338scene-006.ss-0035.es-0035;tt0212338-006;tt0212338;scene-006.ss-0035.es-0035.srt;tt0212338_scene_6.mp4;-1;0;['Activities'];3
350;tt0212338scene-007.ss-0036.es-0042;tt0212338-007;tt0212338;scene-007.ss-0036.es-0042.srt;tt0212338_scene_7.avi;6;0;['Activities'];3
351;tt0212338scene-008.ss-0043.es-0047;tt0212338-008;tt0212338;scene-008.ss-0043.es-0047.srt;tt0212338_scene_8.avi;7;0;['Activities'];3
352;tt0212338scene-009.ss-0048.es-0079;tt0212338-009;tt0212338;scene-009.ss-0048.es-0079.srt;tt0212338_scene_9.avi;8;0;['Activities'];3
353;tt0212338scene-010.ss-0080.es-0101;tt0212338-010;tt0212338;scene-010.ss-0080.es-0101.srt;tt0212338_scene_10.avi;9;0;['Activities'];3
357;tt0212338scene-014.ss-0120.es-0125;tt0212338-014;tt0212338;scene-014.ss-0120.es-0125.srt;tt0212338_scene_14.avi;13;0;['Activities'];3
358;tt0212338scene-015.ss-0126.es-0139;tt0212338-015;tt0212338;scene-015.ss-0126.es-0139.srt;tt0212338_scene_15.avi;14;0;['Activities'];3
359;tt0212338scene-016.ss-0140.es-0146;tt0212338-016;tt0212338;scene-016.ss-0140.es-0146.srt;tt0212338_scene_16.avi;15;0;['Activities'];3
360;tt0212338scene-017.ss-0147.es-0154;tt0212338-017;tt0212338;scene-017.ss-0147.es-0154.srt;tt0212338_scene_17.avi;16;0;['Activities'];3
390;tt0212338scene-067.ss-0807.es-0812;tt0212338-067;tt0212338;scene-067.ss-0807.es-0812.srt;tt0212338_scene_67.avi;66;0;['Posture'];3
391;tt0212338scene-068.ss-0813.es-0821;tt0212338-068;tt0212338;scene-068.ss-0813.es-0821.srt;tt0212338_scene_68.avi;67;0;['Posture'];3
392;tt0212338scene-069.ss-0822.es-0840;tt0212338-069;tt0212338;scene-069.ss-0822.es-0840.srt;tt0212338_scene_69.avi;68;0;['Posture'];3
400;tt0212338scene-086.ss-0948.es-0962;tt0212338-086;tt0212338;scene-086.ss-0948.es-0962.srt;tt0212338_scene_86.avi;85;0;['Clothes'];3
401;tt0212338scene-087.ss-0963.es-0972;tt0212338-087;tt0212338;scene-087.ss-0963.es-0972.srt;tt0212338_scene_87.avi;-1;0;['Clothes'];3
402;tt0212338scene-088.ss-0973.es-0985;tt0212338-088;tt0212338;scene-088.ss-0973.es-0985.srt;tt0212338_scene_88.avi;87;0;['Clothes'];3
403;tt0212338scene-089.ss-0986.es-0992;tt0212338-089;tt0212338;scene-089.ss-0986.es-0992.srt;tt0212338_scene_89.avi;88;0;['Clothes'];3
404;tt0212338scene-090.ss-0993.es-1009;tt0212338-090;tt0212338;scene-090.ss-0993.es-1009.srt;tt0212338_scene_90.avi;89;0;['Clothes'];3
405;tt0212338scene-091.ss-1010.es-1011;tt0212338-091;tt0212338;scene-091.ss-1010.es-1011.srt;tt0212338_scene_91.avi;90;0;['Clothes'];3
406;tt0212338scene-092.ss-1012.es-1013;tt0212338-092;tt0212338;scene-092.ss-1012.es-1013.srt;tt0212338_scene_92.avi;91;0;['Clothes'];3
431;tt0212338scene-121.ss-1283.es-1283;tt0212338-121;tt0212338;scene-121.ss-1283.es-1283.srt;tt0212338_scene_121.avi;120;0;['Activities'];3
432;tt0212338scene-122.ss-1284.es-1289;tt0212338-122;tt0212338;scene-122.ss-1284.es-1289.srt;tt0212338_scene_122.avi;121;0;['Activities'];3
433;tt0212338scene-123.ss-1290.es-1297;tt0212338-123;tt0212338;scene-123.ss-1290.es-1297.srt;tt0212338_scene_123.avi;122;0;['Activities'];3
434;tt0212338scene-124.ss-1298.es-1301;tt0212338-124;tt0212338;scene-124.ss-1298.es-1301.srt;tt0212338_scene_124.mp4;-1;0;['Activities'];3
435;tt0212338scene-125.ss-1302.es-1315;tt0212338-125;tt0212338;scene-125.ss-1302.es-1315.srt;tt0212338_scene_125.avi;124;0;['Activities'];3
436;tt0212338scene-126.ss-1316.es-1327;tt0212338-126;tt0212338;scene-126.ss-1316.es-1327.srt;tt0212338_scene_126.avi;125;0;['Activities'];3
437;tt0212338scene-127.ss-1328.es-1343;tt0212338-127;tt0212338;scene-127.ss-1328.es-1343.srt;tt0212338_scene_127.avi;126;0;['Activities'];3
438;tt0212338scene-128.ss-1344.es-1347;tt0212338-128;tt0212338;scene-128.ss-1344.es-1347.srt;tt0212338_scene_128.avi;127;0;['Activities'];3
439;tt0212338scene-129.ss-1348.es-1353;tt0212338-129;tt0212338;scene-129.ss-1348.es-1353.srt;tt0212338_scene_129.avi;128;0;['Activities'];3
440;tt0212338scene-130.ss-1354.es-1356;tt0212338-130;tt0212338;scene-130.ss-1354.es-1356.srt;tt0212338_scene_130.avi;129;0;['Activities'];3
441;tt0212338scene-131.ss-1357.es-1358;tt0212338-131;tt0212338;scene-131.ss-1357.es-1358.srt;tt0212338_scene_131.avi;130;0;['Activities'];3
442;tt0212338scene-132.ss-1359.es-1373;tt0212338-132;tt0212338;scene-132.ss-1359.es-1373.srt;tt0212338_scene_132.avi;131;0;['Activities'];3
443;tt0212338scene-133.ss-1374.es-1380;tt0212338-133;tt0212338;scene-133.ss-1374.es-1380.srt;tt0212338_scene_133.avi;132;0;['Activities'];3
444;tt0212338scene-134.ss-1381.es-1386;tt0212338-134;tt0212338;scene-134.ss-1381.es-1386.srt;tt0212338_scene_134.avi;133;0;['Activities'];3
445;tt0212338scene-135.ss-1387.es-1400;tt0212338-135;tt0212338;scene-135.ss-1387.es-1400.srt;tt0212338_scene_135.avi;-1;0;['Activities'];3
446;tt0212338scene-136.ss-1401.es-1407;tt0212338-136;tt0212338;scene-136.ss-1401.es-1407.srt;tt0212338_scene_136.avi;-1;0;['Activities'];3
447;tt0212338scene-137.ss-1408.es-1408;tt0212338-137;tt0212338;scene-137.ss-1408.es-1408.srt;tt0212338_scene_137.avi;-1;0;['Activities'];3
448;tt0212338scene-138.ss-1409.es-1418;tt0212338-138;tt0212338;scene-138.ss-1409.es-1418.srt;tt0212338_scene_138.avi;137;0;['Activities'];3
449;tt0212338scene-145.ss-1523.es-1523;tt0212338-145;tt0212338;scene-145.ss-1523.es-1523.srt;tt0212338_scene_145.mp4;-1;0;['Clothes', 'Exp of  emotion'];3
450;tt0212338scene-146.ss-1524.es-1532;tt0212338-146;tt0212338;scene-146.ss-1524.es-1532.srt;tt0212338_scene_146.avi;145;0;['Clothes', 'Exp of  emotion'];3
451;tt0212338scene-147.ss-1533.es-1535;tt0212338-147;tt0212338;scene-147.ss-1533.es-1535.srt;tt0212338_scene_147.mp4;-1;0;['Clothes', 'Exp of  emotion'];3
452;tt0212338scene-148.ss-1536.es-1538;tt0212338-148;tt0212338;scene-148.ss-1536.es-1538.srt;tt0212338_scene_148.mp4;-1;0;['Clothes', 'Exp of  emotion'];3
457;tt0212338scene-163.ss-1694.es-1712;tt0212338-163;tt0212338;scene-163.ss-1694.es-1712.srt;tt0212338_scene_163.avi;162;0;['Activities'];3
458;tt0212338scene-164.ss-1713.es-1715;tt0212338-164;tt0212338;scene-164.ss-1713.es-1715.srt;tt0212338_scene_164.avi;163;0;['Activities'];3
459;tt0212338scene-165.ss-1716.es-1734;tt0212338-165;tt0212338;scene-165.ss-1716.es-1734.srt;tt0212338_scene_165.avi;164;0;['Activities'];3
460;tt0212338scene-166.ss-1735.es-1738;tt0212338-166;tt0212338;scene-166.ss-1735.es-1738.srt;tt0212338_scene_166.avi;165;0;['Activities'];3
467;tt0467406scene-008.ss-0078.es-0101;tt0467406-008;tt0467406;scene-008.ss-0078.es-0101.srt;tt0467406_scene_8.avi;7;1;['Body', 'Appearance', 'Clothes'];4
468;tt0467406scene-009.ss-0102.es-0104;tt0467406-009;tt0467406;scene-009.ss-0102.es-0104.srt;tt0467406_scene_9.avi;8;1;['Body', 'Appearance', 'Clothes'];4
470;tt0467406scene-011.ss-0111.es-0117;tt0467406-011;tt0467406;scene-011.ss-0111.es-0117.srt;tt0467406_scene_11.mp4;-1;1;['Type of plan', 'Body'];4
471;tt0467406scene-012.ss-0118.es-0125;tt0467406-012;tt0467406;scene-012.ss-0118.es-0125.srt;tt0467406_scene_12.avi;11;1;['Type of plan', 'Body', 'Posture', 'Look'];4
472;tt0467406scene-013.ss-0125.es-0126;tt0467406-013;tt0467406;scene-013.ss-0125.es-0126.srt;tt0467406_scene_13.avi;-1;1;['Type of plan', 'Body', 'Look'];4
