;clip;id;movie;srt_name;video_name;graph_number;label;reason;fold
62;tt0108160scene-098.ss-0620.es-0631;tt0108160-098;tt0108160;scene-098.ss-0620.es-0631.srt;tt0108160_scene_98.avi;97;EN_HN;['Appearance'];8
63;tt0108160scene-099.ss-0632.es-0633;tt0108160-099;tt0108160;scene-099.ss-0632.es-0633.srt;tt0108160_scene_99.avi;98;S;['Type of plan', 'Body', 'Activities'];3
64;tt0108160scene-100.ss-0634.es-0640;tt0108160-100;tt0108160;scene-100.ss-0634.es-0640.srt;tt0108160_scene_100.avi;99;EN_HN;[];3
65;tt0108160scene-101.ss-0641.es-0643;tt0108160-101;tt0108160;scene-101.ss-0641.es-0643.srt;tt0108160_scene_101.avi;100;EN_HN;[];6
66;tt0108160scene-104.ss-0650.es-0654;tt0108160-104;tt0108160;scene-104.ss-0650.es-0654.srt;tt0108160_scene_104.avi;103;EN_HN;[];6
67;tt0108160scene-105.ss-0655.es-0673;tt0108160-105;tt0108160;scene-105.ss-0655.es-0673.srt;tt0108160_scene_105.avi;104;EN_HN;['Exp of  emotion'];6
68;tt0108160scene-110.ss-0721.es-0721;tt0108160-110;tt0108160;scene-110.ss-0721.es-0721.srt;;-1;EN_HN;[];1
69;tt0110912scene-001.ss-0001.es-0001;tt0110912-001;tt0110912;scene-001.ss-0001.es-0001.srt;tt0110912_scene_1.mp4;-1;EN_HN;[];3
71;tt0110912scene-006.ss-0043.es-0063;tt0110912-006;tt0110912;scene-006.ss-0043.es-0063.srt;tt0110912_scene_6.mp4;-1;EN_HN;[];9
72;tt0110912scene-007.ss-0064.es-0078;tt0110912-007;tt0110912;scene-007.ss-0064.es-0078.srt;tt0110912_scene_7.mkv;6;EN_HN;[];0
73;tt0110912scene-012.ss-0086.es-0127;tt0110912-012;tt0110912;scene-012.ss-0086.es-0127.srt;tt0110912_scene_12.mkv;11;EN_HN;[];9
74;tt0110912scene-013.ss-0128.es-0142;tt0110912-013;tt0110912;scene-013.ss-0128.es-0142.srt;tt0110912_scene_13.mkv;12;EN_HN;[];0
75;tt0110912scene-014.ss-0143.es-0148;tt0110912-014;tt0110912;scene-014.ss-0143.es-0148.srt;tt0110912_scene_14.mkv;13;EN_HN;[];4
76;tt0110912scene-016.ss-0174.es-0185;tt0110912-016;tt0110912;scene-016.ss-0174.es-0185.srt;tt0110912_scene_16.mkv;15;EN_HN;[];9
77;tt0110912scene-017.ss-0186.es-0187;tt0110912-017;tt0110912;scene-017.ss-0186.es-0187.srt;tt0110912_scene_17.mkv;16;EN_HN;[];3
78;tt0110912scene-018.ss-0188.es-0188;tt0110912-018;tt0110912;scene-018.ss-0188.es-0188.srt;tt0110912_scene_18.mkv;17;EN_HN;[];4
79;tt0110912scene-020.ss-0198.es-0200;tt0110912-020;tt0110912;scene-020.ss-0198.es-0200.srt;tt0110912_scene_20.mkv;19;EN_HN;[];7
80;tt0110912scene-023.ss-0214.es-0218;tt0110912-023;tt0110912;scene-023.ss-0214.es-0218.srt;tt0110912_scene_23.mkv;22;EN_HN;[];0
81;tt0110912scene-025.ss-0220.es-0228;tt0110912-025;tt0110912;scene-025.ss-0220.es-0228.srt;tt0110912_scene_25.mkv;24;EN_HN;[];4
82;tt0110912scene-026.ss-0229.es-0238;tt0110912-026;tt0110912;scene-026.ss-0229.es-0238.srt;tt0110912_scene_26.mp4;-1;EN_HN;[];6
84;tt0110912scene-032.ss-0267.es-0267;tt0110912-032;tt0110912;scene-032.ss-0267.es-0267.srt;tt0110912_scene_32.mkv;31;S;['Appearance', 'Clothes', 'Look'];7
85;tt0110912scene-033.ss-0268.es-0273;tt0110912-033;tt0110912;scene-033.ss-0268.es-0273.srt;tt0110912_scene_33.mkv;32;S;['Appearance', 'Clothes', 'Look'];8
86;tt0110912scene-034.ss-0274.es-0287;tt0110912-034;tt0110912;scene-034.ss-0274.es-0287.srt;tt0110912_scene_34.mkv;33;EN_HN;[];3
87;tt0110912scene-035.ss-0288.es-0294;tt0110912-035;tt0110912;scene-035.ss-0288.es-0294.srt;tt0110912_scene_35.mkv;34;EN_HN;['Look'];1
88;tt0110912scene-037.ss-0314.es-0324;tt0110912-037;tt0110912;scene-037.ss-0314.es-0324.srt;tt0110912_scene_37.mkv;36;EN_HN;['Posture'];4
89;tt0110912scene-038.ss-0325.es-0337;tt0110912-038;tt0110912;scene-038.ss-0325.es-0337.srt;tt0110912_scene_38.mkv;37;EN_HN;['Look'];5
90;tt0110912scene-039.ss-0338.es-0352;tt0110912-039;tt0110912;scene-039.ss-0338.es-0352.srt;tt0110912_scene_39.mkv;38;EN_HN;['Look'];8
93;tt0110912scene-042.ss-0360.es-0370;tt0110912-042;tt0110912;scene-042.ss-0360.es-0370.srt;tt0110912_scene_42.mkv;41;EN_HN;['Clothes', 'Posture'];0
94;tt0110912scene-043.ss-0371.es-0405;tt0110912-043;tt0110912;scene-043.ss-0371.es-0405.srt;tt0110912_scene_43.mkv;42;EN_HN;['Look'];4
95;tt0110912scene-044.ss-0406.es-0415;tt0110912-044;tt0110912;scene-044.ss-0406.es-0415.srt;tt0110912_scene_44.mkv;43;S;['Appearance', 'Clothes', 'Posture', 'Activities'];0
98;tt0110912scene-047.ss-0426.es-0436;tt0110912-047;tt0110912;scene-047.ss-0426.es-0436.srt;tt0110912_scene_47.mkv;46;EN_HN;['Clothes', 'Posture', 'Activities'];1
99;tt0110912scene-048.ss-0437.es-0438;tt0110912-048;tt0110912;scene-048.ss-0437.es-0438.srt;tt0110912_scene_48.mp4;-1;EN_HN;['Clothes', 'Posture', 'Activities'];6
105;tt0110912scene-058.ss-0529.es-0530;tt0110912-058;tt0110912;scene-058.ss-0529.es-0530.srt;tt0110912_scene_58.mkv;57;EN_HN;[];0
106;tt0110912scene-059.ss-0531.es-0532;tt0110912-059;tt0110912;scene-059.ss-0531.es-0532.srt;tt0110912_scene_59.mp4;-1;EN_HN;[];4
107;tt0110912scene-060.ss-0533.es-0537;tt0110912-060;tt0110912;scene-060.ss-0533.es-0537.srt;tt0110912_scene_60.mp4;-1;EN_HN;[];7
108;tt0110912scene-061.ss-0538.es-0539;tt0110912-061;tt0110912;scene-061.ss-0538.es-0539.srt;tt0110912_scene_61.mkv;60;EN_HN;[];2
109;tt0110912scene-062.ss-0540.es-0540;tt0110912-062;tt0110912;scene-062.ss-0540.es-0540.srt;tt0110912_scene_62.mkv;61;EN_HN;[];2
111;tt0110912scene-064.ss-0565.es-0566;tt0110912-064;tt0110912;scene-064.ss-0565.es-0566.srt;tt0110912_scene_64.mkv;63;EN_HN;[];0
112;tt0110912scene-065.ss-0567.es-0572;tt0110912-065;tt0110912;scene-065.ss-0567.es-0572.srt;tt0110912_scene_65.mkv;64;EN_HN;['Posture'];9
116;tt0110912scene-069.ss-0603.es-0605;tt0110912-069;tt0110912;scene-069.ss-0603.es-0605.srt;tt0110912_scene_69.mkv;68;S;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];1
117;tt0110912scene-070.ss-0606.es-0626;tt0110912-070;tt0110912;scene-070.ss-0606.es-0626.srt;tt0110912_scene_70.mkv;69;S;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];4
118;tt0110912scene-071.ss-0627.es-0637;tt0110912-071;tt0110912;scene-071.ss-0627.es-0637.srt;tt0110912_scene_71.mkv;70;S;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];2
119;tt0110912scene-072.ss-0638.es-0639;tt0110912-072;tt0110912;scene-072.ss-0638.es-0639.srt;tt0110912_scene_72.mp4;-1;S;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];8
120;tt0110912scene-073.ss-0640.es-0642;tt0110912-073;tt0110912;scene-073.ss-0640.es-0642.srt;tt0110912_scene_73.mp4;-1;EN_HN;[];5
121;tt0110912scene-074.ss-0643.es-0647;tt0110912-074;tt0110912;scene-074.ss-0643.es-0647.srt;tt0110912_scene_74.mp4;-1;EN_HN;[];3
122;tt0110912scene-075.ss-0648.es-0656;tt0110912-075;tt0110912;scene-075.ss-0648.es-0656.srt;tt0110912_scene_75.mp4;-1;EN_HN;[];6
123;tt0110912scene-076.ss-0657.es-0670;tt0110912-076;tt0110912;scene-076.ss-0657.es-0670.srt;tt0110912_scene_76.mkv;75;EN_HN;[];8
124;tt0110912scene-077.ss-0671.es-0681;tt0110912-077;tt0110912;scene-077.ss-0671.es-0681.srt;tt0110912_scene_77.mp4;-1;EN_HN;[];0
125;tt0110912scene-078.ss-0682.es-0693;tt0110912-078;tt0110912;scene-078.ss-0682.es-0693.srt;tt0110912_scene_78.mkv;77;EN_HN;[];4
126;tt0110912scene-079.ss-0694.es-0698;tt0110912-079;tt0110912;scene-079.ss-0694.es-0698.srt;tt0110912_scene_79.mkv;78;EN_HN;['Posture'];6
127;tt0110912scene-080.ss-0699.es-0713;tt0110912-080;tt0110912;scene-080.ss-0699.es-0713.srt;tt0110912_scene_80.mkv;79;EN_HN;['Activities', 'Exp of  emotion'];1
128;tt0110912scene-081.ss-0714.es-0738;tt0110912-081;tt0110912;scene-081.ss-0714.es-0738.srt;tt0110912_scene_81.mkv;80;EN_HN;[];5
129;tt0110912scene-082.ss-0739.es-0741;tt0110912-082;tt0110912;scene-082.ss-0739.es-0741.srt;tt0110912_scene_82.mkv;81;EN_HN;[];9
130;tt0110912scene-083.ss-0742.es-0748;tt0110912-083;tt0110912;scene-083.ss-0742.es-0748.srt;tt0110912_scene_83.mkv;82;S;['Body', 'Clothes', 'Activities'];9
131;tt0110912scene-084.ss-0749.es-0753;tt0110912-084;tt0110912;scene-084.ss-0749.es-0753.srt;tt0110912_scene_84.mkv;83;S;['Body', 'Clothes', 'Activities'];6
132;tt0110912scene-085.ss-0754.es-0761;tt0110912-085;tt0110912;scene-085.ss-0754.es-0761.srt;tt0110912_scene_85.mkv;84;S;['Body', 'Clothes', 'Activities'];6
133;tt0110912scene-086.ss-0762.es-0785;tt0110912-086;tt0110912;scene-086.ss-0762.es-0785.srt;tt0110912_scene_86.mkv;85;S;['Body', 'Clothes', 'Activities'];6
134;tt0110912scene-087.ss-0786.es-0802;tt0110912-087;tt0110912;scene-087.ss-0786.es-0802.srt;tt0110912_scene_87.mkv;86;S;['Body', 'Clothes', 'Activities'];4
135;tt0110912scene-088.ss-0803.es-0809;tt0110912-088;tt0110912;scene-088.ss-0803.es-0809.srt;tt0110912_scene_88.mkv;87;EN_HN;[];3
136;tt0110912scene-089.ss-0810.es-0827;tt0110912-089;tt0110912;scene-089.ss-0810.es-0827.srt;tt0110912_scene_89.mkv;88;S;['Body', 'Posture'];2
137;tt0110912scene-090.ss-0828.es-0839;tt0110912-090;tt0110912;scene-090.ss-0828.es-0839.srt;tt0110912_scene_90.mkv;89;EN_HN;['Posture'];3
138;tt0110912scene-091.ss-0840.es-0847;tt0110912-091;tt0110912;scene-091.ss-0840.es-0847.srt;tt0110912_scene_91.mp4;-1;EN_HN;['Posture'];7
141;tt0110912scene-099.ss-0911.es-0912;tt0110912-099;tt0110912;scene-099.ss-0911.es-0912.srt;tt0110912_scene_99.mkv;98;EN_HN;[];4
142;tt0110912scene-100.ss-0913.es-0936;tt0110912-100;tt0110912;scene-100.ss-0913.es-0936.srt;tt0110912_scene_100.mkv;99;EN_HN;[];7
143;tt0110912scene-101.ss-0937.es-0945;tt0110912-101;tt0110912;scene-101.ss-0937.es-0945.srt;tt0110912_scene_101.mkv;100;EN_HN;[];1
145;tt0110912scene-103.ss-0953.es-0953;tt0110912-103;tt0110912;scene-103.ss-0953.es-0953.srt;tt0110912_scene_103.mp4;-1;EN_HN;[];7
146;tt0110912scene-104.ss-0954.es-0959;tt0110912-104;tt0110912;scene-104.ss-0954.es-0959.srt;tt0110912_scene_104.mkv;103;EN_HN;[];3
147;tt0110912scene-105.ss-0960.es-0979;tt0110912-105;tt0110912;scene-105.ss-0960.es-0979.srt;tt0110912_scene_105.mkv;104;EN_HN;[];2
148;tt0110912scene-106.ss-0980.es-0980;tt0110912-106;tt0110912;scene-106.ss-0980.es-0980.srt;tt0110912_scene_106.mkv;105;EN_HN;[];6
149;tt0110912scene-107.ss-0981.es-0982;tt0110912-107;tt0110912;scene-107.ss-0981.es-0982.srt;tt0110912_scene_107.mkv;106;EN_HN;[];6
150;tt0110912scene-108.ss-0983.es-0983;tt0110912-108;tt0110912;scene-108.ss-0983.es-0983.srt;tt0110912_scene_108.mkv;107;EN_HN;[];9
151;tt0110912scene-109.ss-0984.es-0988;tt0110912-109;tt0110912;scene-109.ss-0984.es-0988.srt;tt0110912_scene_109.mkv;108;EN_HN;[];0
152;tt0110912scene-110.ss-0989.es-1011;tt0110912-110;tt0110912;scene-110.ss-0989.es-1011.srt;tt0110912_scene_110.mkv;109;EN_HN;['Body', 'Posture', 'Activities'];0
153;tt0110912scene-111.ss-1012.es-1022;tt0110912-111;tt0110912;scene-111.ss-1012.es-1022.srt;tt0110912_scene_111.mkv;110;EN_HN;[];7
154;tt0110912scene-115.ss-1035.es-1035;tt0110912-115;tt0110912;scene-115.ss-1035.es-1035.srt;tt0110912_scene_115.mp4;-1;EN_HN;[];9
155;tt0110912scene-116.ss-1036.es-1039;tt0110912-116;tt0110912;scene-116.ss-1036.es-1039.srt;tt0110912_scene_116.mkv;115;EN_HN;[];0
156;tt0110912scene-117.ss-1040.es-1066;tt0110912-117;tt0110912;scene-117.ss-1040.es-1066.srt;tt0110912_scene_117.mkv;116;EN_HN;[];4
157;tt0110912scene-118.ss-1067.es-1067;tt0110912-118;tt0110912;scene-118.ss-1067.es-1067.srt;;117;EN_HN;[];7
158;tt0110912scene-119.ss-1068.es-1078;tt0110912-119;tt0110912;scene-119.ss-1068.es-1078.srt;tt0110912_scene_119.mkv;118;EN_HN;[];7
159;tt0110912scene-120.ss-1079.es-1090;tt0110912-120;tt0110912;scene-120.ss-1079.es-1090.srt;;119;EN_HN;[];5
160;tt0110912scene-121.ss-1091.es-1096;tt0110912-121;tt0110912;scene-121.ss-1091.es-1096.srt;tt0110912_scene_121.mkv;120;EN_HN;[];7
161;tt0110912scene-122.ss-1097.es-1097;tt0110912-122;tt0110912;scene-122.ss-1097.es-1097.srt;tt0110912_scene_122.mp4;-1;EN_HN;[];3
162;tt0110912scene-123.ss-1098.es-1100;tt0110912-123;tt0110912;scene-123.ss-1098.es-1100.srt;tt0110912_scene_123.mkv;122;EN_HN;[];0
163;tt0110912scene-124.ss-1101.es-1102;tt0110912-124;tt0110912;scene-124.ss-1101.es-1102.srt;tt0110912_scene_124.mkv;123;EN_HN;[];7
164;tt0110912scene-125.ss-1103.es-1118;tt0110912-125;tt0110912;scene-125.ss-1103.es-1118.srt;tt0110912_scene_125.mkv;124;EN_HN;[];2
165;tt0110912scene-126.ss-1119.es-1133;tt0110912-126;tt0110912;scene-126.ss-1119.es-1133.srt;tt0110912_scene_126.mkv;125;EN_HN;[];4
167;tt0110912scene-128.ss-1148.es-1157;tt0110912-128;tt0110912;scene-128.ss-1148.es-1157.srt;tt0110912_scene_128.mkv;127;EN_HN;[];5
170;tt0110912scene-131.ss-1181.es-1196;tt0110912-131;tt0110912;scene-131.ss-1181.es-1196.srt;tt0110912_scene_131.mkv;130;EN_HN;[];0
171;tt0110912scene-132.ss-1197.es-1198;tt0110912-132;tt0110912;scene-132.ss-1197.es-1198.srt;tt0110912_scene_132.mkv;131;EN_HN;['Look'];2
172;tt0119822scene-001.ss-0002.es-0003;tt0119822-001;tt0119822;scene-001.ss-0002.es-0003.srt;tt0119822_scene_1.avi;0;EN_HN;[];1
173;tt0119822scene-002.ss-0004.es-0024;tt0119822-002;tt0119822;scene-002.ss-0004.es-0024.srt;tt0119822_scene_2.avi;1;EN_HN;[];2
174;tt0119822scene-003.ss-0025.es-0037;tt0119822-003;tt0119822;scene-003.ss-0025.es-0037.srt;tt0119822_scene_3.avi;2;EN_HN;[];4
175;tt0119822scene-004.ss-0038.es-0041;tt0119822-004;tt0119822;scene-004.ss-0038.es-0041.srt;tt0119822_scene_4.avi;3;EN_HN;[];9
176;tt0119822scene-005.ss-0042.es-0044;tt0119822-005;tt0119822;scene-005.ss-0042.es-0044.srt;tt0119822_scene_5.avi;4;EN_HN;[];6
177;tt0119822scene-006.ss-0045.es-0048;tt0119822-006;tt0119822;scene-006.ss-0045.es-0048.srt;tt0119822_scene_6.avi;5;EN_HN;[];4
178;tt0119822scene-007.ss-0049.es-0052;tt0119822-007;tt0119822;scene-007.ss-0049.es-0052.srt;tt0119822_scene_7.avi;6;EN_HN;[];4
179;tt0119822scene-008.ss-0053.es-0059;tt0119822-008;tt0119822;scene-008.ss-0053.es-0059.srt;tt0119822_scene_8.mp4;-1;EN_HN;[];5
180;tt0119822scene-009.ss-0060.es-0062;tt0119822-009;tt0119822;scene-009.ss-0060.es-0062.srt;tt0119822_scene_9.avi;8;EN_HN;[];4
181;tt0119822scene-010.ss-0063.es-0073;tt0119822-010;tt0119822;scene-010.ss-0063.es-0073.srt;tt0119822_scene_10.avi;9;EN_HN;[];0
182;tt0119822scene-011.ss-0074.es-0078;tt0119822-011;tt0119822;scene-011.ss-0074.es-0078.srt;tt0119822_scene_11.avi;10;EN_HN;[];0
183;tt0119822scene-012.ss-0078.es-0080;tt0119822-012;tt0119822;scene-012.ss-0078.es-0080.srt;tt0119822_scene_12.avi;11;EN_HN;[];2
184;tt0119822scene-013.ss-0081.es-0083;tt0119822-013;tt0119822;scene-013.ss-0081.es-0083.srt;tt0119822_scene_13.avi;12;EN_HN;[];3
185;tt0119822scene-014.ss-0084.es-0086;tt0119822-014;tt0119822;scene-014.ss-0084.es-0086.srt;tt0119822_scene_14.mp4;13;EN_HN;[];8
186;tt0119822scene-015.ss-0087.es-0090;tt0119822-015;tt0119822;scene-015.ss-0087.es-0090.srt;tt0119822_scene_15.avi;14;EN_HN;[];4
187;tt0119822scene-016.ss-0091.es-0098;tt0119822-016;tt0119822;scene-016.ss-0091.es-0098.srt;tt0119822_scene_16.avi;15;EN_HN;[];8
188;tt0119822scene-017.ss-0099.es-0120;tt0119822-017;tt0119822;scene-017.ss-0099.es-0120.srt;tt0119822_scene_17.avi;16;EN_HN;[];0
189;tt0119822scene-018.ss-0121.es-0126;tt0119822-018;tt0119822;scene-018.ss-0121.es-0126.srt;tt0119822_scene_18.avi;17;EN_HN;[];4
190;tt0119822scene-019.ss-0127.es-0137;tt0119822-019;tt0119822;scene-019.ss-0127.es-0137.srt;tt0119822_scene_19.avi;18;EN_HN;[];8
191;tt0119822scene-020.ss-0138.es-0142;tt0119822-020;tt0119822;scene-020.ss-0138.es-0142.srt;tt0119822_scene_20.mp4;19;EN_HN;[];7
192;tt0119822scene-021.ss-0143.es-0144;tt0119822-021;tt0119822;scene-021.ss-0143.es-0144.srt;tt0119822_scene_21.avi;20;EN_HN;[];1
193;tt0119822scene-023.ss-0149.es-0152;tt0119822-023;tt0119822;scene-023.ss-0149.es-0152.srt;tt0119822_scene_23.avi;22;EN_HN;['Type of plan', 'Posture'];3
194;tt0119822scene-024.ss-0153.es-0155;tt0119822-024;tt0119822;scene-024.ss-0153.es-0155.srt;tt0119822_scene_24.avi;23;EN_HN;['Posture', 'Activities'];2
199;tt0119822scene-031.ss-0171.es-0174;tt0119822-031;tt0119822;scene-031.ss-0171.es-0174.srt;tt0119822_scene_31.avi;30;S;['Look', 'Exp of  emotion'];5
200;tt0119822scene-032.ss-0175.es-0183;tt0119822-032;tt0119822;scene-032.ss-0175.es-0183.srt;tt0119822_scene_32.avi;31;S;['Look', 'Exp of  emotion'];2
201;tt0119822scene-033.ss-0183.es-0189;tt0119822-033;tt0119822;scene-033.ss-0183.es-0189.srt;tt0119822_scene_33.avi;32;S;['Look', 'Exp of  emotion'];1
