;clip;id;movie;srt_name;video_name;graph_number;label;reason;fold
57;tt0108160scene-088.ss-0548.es-0555;tt0108160-088;tt0108160;scene-088.ss-0548.es-0555.srt;;87;Sure;['Exp of  emotion'];3
58;tt0108160scene-089.ss-0556.es-0566;tt0108160-089;tt0108160;scene-089.ss-0556.es-0566.srt;tt0108160_scene_89.avi;88;Sure;['Posture', 'Activities', 'Exp of  emotion'];2
63;tt0108160scene-099.ss-0632.es-0633;tt0108160-099;tt0108160;scene-099.ss-0632.es-0633.srt;tt0108160_scene_99.avi;98;Sure;['Type of plan', 'Body', 'Activities'];9
64;tt0108160scene-100.ss-0634.es-0640;tt0108160-100;tt0108160;scene-100.ss-0634.es-0640.srt;tt0108160_scene_100.avi;99;Easy Neg;[];0
65;tt0108160scene-101.ss-0641.es-0643;tt0108160-101;tt0108160;scene-101.ss-0641.es-0643.srt;tt0108160_scene_101.avi;100;Easy Neg;[];9
66;tt0108160scene-104.ss-0650.es-0654;tt0108160-104;tt0108160;scene-104.ss-0650.es-0654.srt;tt0108160_scene_104.avi;103;Easy Neg;[];9
68;tt0108160scene-110.ss-0721.es-0721;tt0108160-110;tt0108160;scene-110.ss-0721.es-0721.srt;;-1;Easy Neg;[];8
69;tt0110912scene-001.ss-0001.es-0001;tt0110912-001;tt0110912;scene-001.ss-0001.es-0001.srt;tt0110912_scene_1.mp4;-1;Easy Neg;[];1
71;tt0110912scene-006.ss-0043.es-0063;tt0110912-006;tt0110912;scene-006.ss-0043.es-0063.srt;tt0110912_scene_6.mp4;-1;Easy Neg;[];2
72;tt0110912scene-007.ss-0064.es-0078;tt0110912-007;tt0110912;scene-007.ss-0064.es-0078.srt;tt0110912_scene_7.mkv;6;Easy Neg;[];4
73;tt0110912scene-012.ss-0086.es-0127;tt0110912-012;tt0110912;scene-012.ss-0086.es-0127.srt;tt0110912_scene_12.mkv;11;Easy Neg;[];5
74;tt0110912scene-013.ss-0128.es-0142;tt0110912-013;tt0110912;scene-013.ss-0128.es-0142.srt;tt0110912_scene_13.mkv;12;Easy Neg;[];0
75;tt0110912scene-014.ss-0143.es-0148;tt0110912-014;tt0110912;scene-014.ss-0143.es-0148.srt;tt0110912_scene_14.mkv;13;Easy Neg;[];3
76;tt0110912scene-016.ss-0174.es-0185;tt0110912-016;tt0110912;scene-016.ss-0174.es-0185.srt;tt0110912_scene_16.mkv;15;Easy Neg;[];3
77;tt0110912scene-017.ss-0186.es-0187;tt0110912-017;tt0110912;scene-017.ss-0186.es-0187.srt;tt0110912_scene_17.mkv;16;Easy Neg;[];3
78;tt0110912scene-018.ss-0188.es-0188;tt0110912-018;tt0110912;scene-018.ss-0188.es-0188.srt;tt0110912_scene_18.mkv;17;Easy Neg;[];9
79;tt0110912scene-020.ss-0198.es-0200;tt0110912-020;tt0110912;scene-020.ss-0198.es-0200.srt;tt0110912_scene_20.mkv;19;Easy Neg;[];8
80;tt0110912scene-023.ss-0214.es-0218;tt0110912-023;tt0110912;scene-023.ss-0214.es-0218.srt;tt0110912_scene_23.mkv;22;Easy Neg;[];6
81;tt0110912scene-025.ss-0220.es-0228;tt0110912-025;tt0110912;scene-025.ss-0220.es-0228.srt;tt0110912_scene_25.mkv;24;Easy Neg;[];8
82;tt0110912scene-026.ss-0229.es-0238;tt0110912-026;tt0110912;scene-026.ss-0229.es-0238.srt;tt0110912_scene_26.mp4;-1;Easy Neg;[];7
84;tt0110912scene-032.ss-0267.es-0267;tt0110912-032;tt0110912;scene-032.ss-0267.es-0267.srt;tt0110912_scene_32.mkv;31;Sure;['Appearance', 'Clothes', 'Look'];8
85;tt0110912scene-033.ss-0268.es-0273;tt0110912-033;tt0110912;scene-033.ss-0268.es-0273.srt;tt0110912_scene_33.mkv;32;Sure;['Appearance', 'Clothes', 'Look'];5
86;tt0110912scene-034.ss-0274.es-0287;tt0110912-034;tt0110912;scene-034.ss-0274.es-0287.srt;tt0110912_scene_34.mkv;33;Easy Neg;[];2
95;tt0110912scene-044.ss-0406.es-0415;tt0110912-044;tt0110912;scene-044.ss-0406.es-0415.srt;tt0110912_scene_44.mkv;43;Sure;['Appearance', 'Clothes', 'Posture', 'Activities'];3
105;tt0110912scene-058.ss-0529.es-0530;tt0110912-058;tt0110912;scene-058.ss-0529.es-0530.srt;tt0110912_scene_58.mkv;57;Easy Neg;[];0
106;tt0110912scene-059.ss-0531.es-0532;tt0110912-059;tt0110912;scene-059.ss-0531.es-0532.srt;tt0110912_scene_59.mp4;-1;Easy Neg;[];6
107;tt0110912scene-060.ss-0533.es-0537;tt0110912-060;tt0110912;scene-060.ss-0533.es-0537.srt;tt0110912_scene_60.mp4;-1;Easy Neg;[];8
108;tt0110912scene-061.ss-0538.es-0539;tt0110912-061;tt0110912;scene-061.ss-0538.es-0539.srt;tt0110912_scene_61.mkv;60;Easy Neg;[];2
109;tt0110912scene-062.ss-0540.es-0540;tt0110912-062;tt0110912;scene-062.ss-0540.es-0540.srt;tt0110912_scene_62.mkv;61;Easy Neg;[];3
111;tt0110912scene-064.ss-0565.es-0566;tt0110912-064;tt0110912;scene-064.ss-0565.es-0566.srt;tt0110912_scene_64.mkv;63;Easy Neg;[];6
116;tt0110912scene-069.ss-0603.es-0605;tt0110912-069;tt0110912;scene-069.ss-0603.es-0605.srt;tt0110912_scene_69.mkv;68;Sure;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];5
117;tt0110912scene-070.ss-0606.es-0626;tt0110912-070;tt0110912;scene-070.ss-0606.es-0626.srt;tt0110912_scene_70.mkv;69;Sure;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];8
118;tt0110912scene-071.ss-0627.es-0637;tt0110912-071;tt0110912;scene-071.ss-0627.es-0637.srt;tt0110912_scene_71.mkv;70;Sure;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];0
119;tt0110912scene-072.ss-0638.es-0639;tt0110912-072;tt0110912;scene-072.ss-0638.es-0639.srt;tt0110912_scene_72.mp4;-1;Sure;['Body', 'Clothes', 'Posture', 'Exp of  emotion'];3
120;tt0110912scene-073.ss-0640.es-0642;tt0110912-073;tt0110912;scene-073.ss-0640.es-0642.srt;tt0110912_scene_73.mp4;-1;Easy Neg;[];8
121;tt0110912scene-074.ss-0643.es-0647;tt0110912-074;tt0110912;scene-074.ss-0643.es-0647.srt;tt0110912_scene_74.mp4;-1;Easy Neg;[];6
122;tt0110912scene-075.ss-0648.es-0656;tt0110912-075;tt0110912;scene-075.ss-0648.es-0656.srt;tt0110912_scene_75.mp4;-1;Easy Neg;[];3
123;tt0110912scene-076.ss-0657.es-0670;tt0110912-076;tt0110912;scene-076.ss-0657.es-0670.srt;tt0110912_scene_76.mkv;75;Easy Neg;[];9
124;tt0110912scene-077.ss-0671.es-0681;tt0110912-077;tt0110912;scene-077.ss-0671.es-0681.srt;tt0110912_scene_77.mp4;-1;Easy Neg;[];2
125;tt0110912scene-078.ss-0682.es-0693;tt0110912-078;tt0110912;scene-078.ss-0682.es-0693.srt;tt0110912_scene_78.mkv;77;Easy Neg;[];0
128;tt0110912scene-081.ss-0714.es-0738;tt0110912-081;tt0110912;scene-081.ss-0714.es-0738.srt;tt0110912_scene_81.mkv;80;Easy Neg;[];6
129;tt0110912scene-082.ss-0739.es-0741;tt0110912-082;tt0110912;scene-082.ss-0739.es-0741.srt;tt0110912_scene_82.mkv;81;Easy Neg;[];3
130;tt0110912scene-083.ss-0742.es-0748;tt0110912-083;tt0110912;scene-083.ss-0742.es-0748.srt;tt0110912_scene_83.mkv;82;Sure;['Body', 'Clothes', 'Activities'];8
131;tt0110912scene-084.ss-0749.es-0753;tt0110912-084;tt0110912;scene-084.ss-0749.es-0753.srt;tt0110912_scene_84.mkv;83;Sure;['Body', 'Clothes', 'Activities'];3
132;tt0110912scene-085.ss-0754.es-0761;tt0110912-085;tt0110912;scene-085.ss-0754.es-0761.srt;tt0110912_scene_85.mkv;84;Sure;['Body', 'Clothes', 'Activities'];9
133;tt0110912scene-086.ss-0762.es-0785;tt0110912-086;tt0110912;scene-086.ss-0762.es-0785.srt;tt0110912_scene_86.mkv;85;Sure;['Body', 'Clothes', 'Activities'];8
134;tt0110912scene-087.ss-0786.es-0802;tt0110912-087;tt0110912;scene-087.ss-0786.es-0802.srt;tt0110912_scene_87.mkv;86;Sure;['Body', 'Clothes', 'Activities'];4
135;tt0110912scene-088.ss-0803.es-0809;tt0110912-088;tt0110912;scene-088.ss-0803.es-0809.srt;tt0110912_scene_88.mkv;87;Easy Neg;[];3
136;tt0110912scene-089.ss-0810.es-0827;tt0110912-089;tt0110912;scene-089.ss-0810.es-0827.srt;tt0110912_scene_89.mkv;88;Sure;['Body', 'Posture'];8
141;tt0110912scene-099.ss-0911.es-0912;tt0110912-099;tt0110912;scene-099.ss-0911.es-0912.srt;tt0110912_scene_99.mkv;98;Easy Neg;[];2
142;tt0110912scene-100.ss-0913.es-0936;tt0110912-100;tt0110912;scene-100.ss-0913.es-0936.srt;tt0110912_scene_100.mkv;99;Easy Neg;[];9
143;tt0110912scene-101.ss-0937.es-0945;tt0110912-101;tt0110912;scene-101.ss-0937.es-0945.srt;tt0110912_scene_101.mkv;100;Easy Neg;[];3
145;tt0110912scene-103.ss-0953.es-0953;tt0110912-103;tt0110912;scene-103.ss-0953.es-0953.srt;tt0110912_scene_103.mp4;-1;Easy Neg;[];2
146;tt0110912scene-104.ss-0954.es-0959;tt0110912-104;tt0110912;scene-104.ss-0954.es-0959.srt;tt0110912_scene_104.mkv;103;Easy Neg;[];2
147;tt0110912scene-105.ss-0960.es-0979;tt0110912-105;tt0110912;scene-105.ss-0960.es-0979.srt;tt0110912_scene_105.mkv;104;Easy Neg;[];8
148;tt0110912scene-106.ss-0980.es-0980;tt0110912-106;tt0110912;scene-106.ss-0980.es-0980.srt;tt0110912_scene_106.mkv;105;Easy Neg;[];9
149;tt0110912scene-107.ss-0981.es-0982;tt0110912-107;tt0110912;scene-107.ss-0981.es-0982.srt;tt0110912_scene_107.mkv;106;Easy Neg;[];1
150;tt0110912scene-108.ss-0983.es-0983;tt0110912-108;tt0110912;scene-108.ss-0983.es-0983.srt;tt0110912_scene_108.mkv;107;Easy Neg;[];4
151;tt0110912scene-109.ss-0984.es-0988;tt0110912-109;tt0110912;scene-109.ss-0984.es-0988.srt;tt0110912_scene_109.mkv;108;Easy Neg;[];9
153;tt0110912scene-111.ss-1012.es-1022;tt0110912-111;tt0110912;scene-111.ss-1012.es-1022.srt;tt0110912_scene_111.mkv;110;Easy Neg;[];1
154;tt0110912scene-115.ss-1035.es-1035;tt0110912-115;tt0110912;scene-115.ss-1035.es-1035.srt;tt0110912_scene_115.mp4;-1;Easy Neg;[];2
155;tt0110912scene-116.ss-1036.es-1039;tt0110912-116;tt0110912;scene-116.ss-1036.es-1039.srt;tt0110912_scene_116.mkv;115;Easy Neg;[];0
156;tt0110912scene-117.ss-1040.es-1066;tt0110912-117;tt0110912;scene-117.ss-1040.es-1066.srt;tt0110912_scene_117.mkv;116;Easy Neg;[];1
157;tt0110912scene-118.ss-1067.es-1067;tt0110912-118;tt0110912;scene-118.ss-1067.es-1067.srt;;117;Easy Neg;[];1
158;tt0110912scene-119.ss-1068.es-1078;tt0110912-119;tt0110912;scene-119.ss-1068.es-1078.srt;tt0110912_scene_119.mkv;118;Easy Neg;[];0
159;tt0110912scene-120.ss-1079.es-1090;tt0110912-120;tt0110912;scene-120.ss-1079.es-1090.srt;;119;Easy Neg;[];7
160;tt0110912scene-121.ss-1091.es-1096;tt0110912-121;tt0110912;scene-121.ss-1091.es-1096.srt;tt0110912_scene_121.mkv;120;Easy Neg;[];8
161;tt0110912scene-122.ss-1097.es-1097;tt0110912-122;tt0110912;scene-122.ss-1097.es-1097.srt;tt0110912_scene_122.mp4;-1;Easy Neg;[];3
162;tt0110912scene-123.ss-1098.es-1100;tt0110912-123;tt0110912;scene-123.ss-1098.es-1100.srt;tt0110912_scene_123.mkv;122;Easy Neg;[];4
163;tt0110912scene-124.ss-1101.es-1102;tt0110912-124;tt0110912;scene-124.ss-1101.es-1102.srt;tt0110912_scene_124.mkv;123;Easy Neg;[];7
164;tt0110912scene-125.ss-1103.es-1118;tt0110912-125;tt0110912;scene-125.ss-1103.es-1118.srt;tt0110912_scene_125.mkv;124;Easy Neg;[];3
165;tt0110912scene-126.ss-1119.es-1133;tt0110912-126;tt0110912;scene-126.ss-1119.es-1133.srt;tt0110912_scene_126.mkv;125;Easy Neg;[];7
167;tt0110912scene-128.ss-1148.es-1157;tt0110912-128;tt0110912;scene-128.ss-1148.es-1157.srt;tt0110912_scene_128.mkv;127;Easy Neg;[];5
170;tt0110912scene-131.ss-1181.es-1196;tt0110912-131;tt0110912;scene-131.ss-1181.es-1196.srt;tt0110912_scene_131.mkv;130;Easy Neg;[];5
172;tt0119822scene-001.ss-0002.es-0003;tt0119822-001;tt0119822;scene-001.ss-0002.es-0003.srt;tt0119822_scene_1.avi;0;Easy Neg;[];4
173;tt0119822scene-002.ss-0004.es-0024;tt0119822-002;tt0119822;scene-002.ss-0004.es-0024.srt;tt0119822_scene_2.avi;1;Easy Neg;[];8
174;tt0119822scene-003.ss-0025.es-0037;tt0119822-003;tt0119822;scene-003.ss-0025.es-0037.srt;tt0119822_scene_3.avi;2;Easy Neg;[];3
175;tt0119822scene-004.ss-0038.es-0041;tt0119822-004;tt0119822;scene-004.ss-0038.es-0041.srt;tt0119822_scene_4.avi;3;Easy Neg;[];0
176;tt0119822scene-005.ss-0042.es-0044;tt0119822-005;tt0119822;scene-005.ss-0042.es-0044.srt;tt0119822_scene_5.avi;4;Easy Neg;[];2
177;tt0119822scene-006.ss-0045.es-0048;tt0119822-006;tt0119822;scene-006.ss-0045.es-0048.srt;tt0119822_scene_6.avi;5;Easy Neg;[];6
178;tt0119822scene-007.ss-0049.es-0052;tt0119822-007;tt0119822;scene-007.ss-0049.es-0052.srt;tt0119822_scene_7.avi;6;Easy Neg;[];5
179;tt0119822scene-008.ss-0053.es-0059;tt0119822-008;tt0119822;scene-008.ss-0053.es-0059.srt;tt0119822_scene_8.mp4;-1;Easy Neg;[];9
180;tt0119822scene-009.ss-0060.es-0062;tt0119822-009;tt0119822;scene-009.ss-0060.es-0062.srt;tt0119822_scene_9.avi;8;Easy Neg;[];8
181;tt0119822scene-010.ss-0063.es-0073;tt0119822-010;tt0119822;scene-010.ss-0063.es-0073.srt;tt0119822_scene_10.avi;9;Easy Neg;[];7
182;tt0119822scene-011.ss-0074.es-0078;tt0119822-011;tt0119822;scene-011.ss-0074.es-0078.srt;tt0119822_scene_11.avi;10;Easy Neg;[];7
183;tt0119822scene-012.ss-0078.es-0080;tt0119822-012;tt0119822;scene-012.ss-0078.es-0080.srt;tt0119822_scene_12.avi;11;Easy Neg;[];2
184;tt0119822scene-013.ss-0081.es-0083;tt0119822-013;tt0119822;scene-013.ss-0081.es-0083.srt;tt0119822_scene_13.avi;12;Easy Neg;[];4
185;tt0119822scene-014.ss-0084.es-0086;tt0119822-014;tt0119822;scene-014.ss-0084.es-0086.srt;tt0119822_scene_14.mp4;13;Easy Neg;[];9
186;tt0119822scene-015.ss-0087.es-0090;tt0119822-015;tt0119822;scene-015.ss-0087.es-0090.srt;tt0119822_scene_15.avi;14;Easy Neg;[];9
187;tt0119822scene-016.ss-0091.es-0098;tt0119822-016;tt0119822;scene-016.ss-0091.es-0098.srt;tt0119822_scene_16.avi;15;Easy Neg;[];4
188;tt0119822scene-017.ss-0099.es-0120;tt0119822-017;tt0119822;scene-017.ss-0099.es-0120.srt;tt0119822_scene_17.avi;16;Easy Neg;[];5
189;tt0119822scene-018.ss-0121.es-0126;tt0119822-018;tt0119822;scene-018.ss-0121.es-0126.srt;tt0119822_scene_18.avi;17;Easy Neg;[];3
190;tt0119822scene-019.ss-0127.es-0137;tt0119822-019;tt0119822;scene-019.ss-0127.es-0137.srt;tt0119822_scene_19.avi;18;Easy Neg;[];3
191;tt0119822scene-020.ss-0138.es-0142;tt0119822-020;tt0119822;scene-020.ss-0138.es-0142.srt;tt0119822_scene_20.mp4;19;Easy Neg;[];0
192;tt0119822scene-021.ss-0143.es-0144;tt0119822-021;tt0119822;scene-021.ss-0143.es-0144.srt;tt0119822_scene_21.avi;20;Easy Neg;[];1
199;tt0119822scene-031.ss-0171.es-0174;tt0119822-031;tt0119822;scene-031.ss-0171.es-0174.srt;tt0119822_scene_31.avi;30;Sure;['Look', 'Exp of  emotion'];6
200;tt0119822scene-032.ss-0175.es-0183;tt0119822-032;tt0119822;scene-032.ss-0175.es-0183.srt;tt0119822_scene_32.avi;31;Sure;['Look', 'Exp of  emotion'];6
201;tt0119822scene-033.ss-0183.es-0189;tt0119822-033;tt0119822;scene-033.ss-0183.es-0189.srt;tt0119822_scene_33.avi;32;Sure;['Look', 'Exp of  emotion'];8
202;tt0119822scene-034.ss-0190.es-0194;tt0119822-034;tt0119822;scene-034.ss-0190.es-0194.srt;tt0119822_scene_34.avi;33;Sure;['Look', 'Exp of  emotion'];1
203;tt0119822scene-035.ss-0195.es-0204;tt0119822-035;tt0119822;scene-035.ss-0195.es-0204.srt;tt0119822_scene_35.avi;34;Sure;['Look', 'Exp of  emotion'];3
204;tt0119822scene-036.ss-0205.es-0212;tt0119822-036;tt0119822;scene-036.ss-0205.es-0212.srt;tt0119822_scene_36.avi;35;Sure;['Type of plan', 'Body', 'Posture', 'Activities', 'Look'];9
205;tt0119822scene-037.ss-0213.es-0215;tt0119822-037;tt0119822;scene-037.ss-0213.es-0215.srt;tt0119822_scene_37.avi;36;Sure;['Activities', 'Exp of  emotion'];5
206;tt0119822scene-038.ss-0216.es-0220;tt0119822-038;tt0119822;scene-038.ss-0216.es-0220.srt;tt0119822_scene_38.avi;37;Sure;['Activities', 'Exp of  emotion'];0
207;tt0119822scene-039.ss-0221.es-0230;tt0119822-039;tt0119822;scene-039.ss-0221.es-0230.srt;tt0119822_scene_39.avi;38;Sure;['Activities', 'Exp of  emotion'];9
208;tt0119822scene-040.ss-0231.es-0233;tt0119822-040;tt0119822;scene-040.ss-0231.es-0233.srt;tt0119822_scene_40.avi;39;Sure;['Activities', 'Exp of  emotion'];4
209;tt0119822scene-041.ss-0234.es-0239;tt0119822-041;tt0119822;scene-041.ss-0234.es-0239.srt;tt0119822_scene_41.avi;40;Sure;['Activities', 'Exp of  emotion'];4
212;tt0119822scene-044.ss-0250.es-0253;tt0119822-044;tt0119822;scene-044.ss-0250.es-0253.srt;tt0119822_scene_44.avi;43;Sure;['Type of plan', 'Body', 'Appearance', 'Clothes', 'Posture'];8
213;tt0119822scene-045.ss-0253.es-0266;tt0119822-045;tt0119822;scene-045.ss-0253.es-0266.srt;tt0119822_scene_45.avi;44;Sure;['Type of plan', 'Body', 'Posture'];0
219;tt0119822scene-051.ss-0307.es-0312;tt0119822-051;tt0119822;scene-051.ss-0307.es-0312.srt;tt0119822_scene_51.avi;50;Easy Neg;[];1
220;tt0119822scene-052.ss-0313.es-0315;tt0119822-052;tt0119822;scene-052.ss-0313.es-0315.srt;tt0119822_scene_52.avi;51;Easy Neg;[];7
221;tt0119822scene-053.ss-0316.es-0322;tt0119822-053;tt0119822;scene-053.ss-0316.es-0322.srt;tt0119822_scene_53.avi;52;Easy Neg;[];9
222;tt0119822scene-054.ss-0323.es-0326;tt0119822-054;tt0119822;scene-054.ss-0323.es-0326.srt;tt0119822_scene_54.mp4;53;Easy Neg;[];7
223;tt0119822scene-055.ss-0327.es-0336;tt0119822-055;tt0119822;scene-055.ss-0327.es-0336.srt;tt0119822_scene_55.avi;54;Easy Neg;[];5
224;tt0119822scene-056.ss-0337.es-0344;tt0119822-056;tt0119822;scene-056.ss-0337.es-0344.srt;tt0119822_scene_56.avi;55;Easy Neg;[];2
225;tt0119822scene-057.ss-0351.es-0357;tt0119822-057;tt0119822;scene-057.ss-0351.es-0357.srt;tt0119822_scene_57.avi;56;Easy Neg;[];7
226;tt0119822scene-058.ss-0358.es-0359;tt0119822-058;tt0119822;scene-058.ss-0358.es-0359.srt;tt0119822_scene_58.avi;57;Easy Neg;[];9
227;tt0119822scene-059.ss-0360.es-0365;tt0119822-059;tt0119822;scene-059.ss-0360.es-0365.srt;tt0119822_scene_59.avi;58;Easy Neg;[];7
228;tt0119822scene-060.ss-0366.es-0371;tt0119822-060;tt0119822;scene-060.ss-0366.es-0371.srt;tt0119822_scene_60.avi;59;Easy Neg;[];6
229;tt0119822scene-061.ss-0372.es-0372;tt0119822-061;tt0119822;scene-061.ss-0372.es-0372.srt;tt0119822_scene_61.avi;60;Easy Neg;[];5
230;tt0119822scene-062.ss-0373.es-0375;tt0119822-062;tt0119822;scene-062.ss-0373.es-0375.srt;tt0119822_scene_62.avi;61;Easy Neg;[];6
231;tt0119822scene-063.ss-0375.es-0394;tt0119822-063;tt0119822;scene-063.ss-0375.es-0394.srt;tt0119822_scene_63.avi;62;Easy Neg;[];2
232;tt0119822scene-064.ss-0395.es-0417;tt0119822-064;tt0119822;scene-064.ss-0395.es-0417.srt;tt0119822_scene_64.avi;63;Easy Neg;[];5
237;tt0119822scene-069.ss-0462.es-0467;tt0119822-069;tt0119822;scene-069.ss-0462.es-0467.srt;tt0119822_scene_69.avi;68;Easy Neg;[];6
238;tt0119822scene-070.ss-0468.es-0472;tt0119822-070;tt0119822;scene-070.ss-0468.es-0472.srt;tt0119822_scene_70.avi;69;Easy Neg;[];3
240;tt0119822scene-072.ss-0498.es-0511;tt0119822-072;tt0119822;scene-072.ss-0498.es-0511.srt;tt0119822_scene_72.avi;71;Easy Neg;[];4
241;tt0119822scene-073.ss-0512.es-0515;tt0119822-073;tt0119822;scene-073.ss-0512.es-0515.srt;tt0119822_scene_73.mp4;72;Easy Neg;[];6
242;tt0119822scene-074.ss-0516.es-0517;tt0119822-074;tt0119822;scene-074.ss-0516.es-0517.srt;tt0119822_scene_74.avi;73;Easy Neg;[];8
243;tt0119822scene-075.ss-0518.es-0528;tt0119822-075;tt0119822;scene-075.ss-0518.es-0528.srt;tt0119822_scene_75.avi;74;Easy Neg;[];4
244;tt0119822scene-076.ss-0529.es-0536;tt0119822-076;tt0119822;scene-076.ss-0529.es-0536.srt;tt0119822_scene_76.avi;75;Easy Neg;[];8
245;tt0119822scene-077.ss-0537.es-0544;tt0119822-077;tt0119822;scene-077.ss-0537.es-0544.srt;tt0119822_scene_77.avi;76;Easy Neg;[];8
246;tt0119822scene-078.ss-0545.es-0556;tt0119822-078;tt0119822;scene-078.ss-0545.es-0556.srt;tt0119822_scene_78.avi;77;Easy Neg;[];7
247;tt0119822scene-079.ss-0557.es-0565;tt0119822-079;tt0119822;scene-079.ss-0557.es-0565.srt;tt0119822_scene_79.avi;78;Easy Neg;[];6
248;tt0119822scene-080.ss-0566.es-0568;tt0119822-080;tt0119822;scene-080.ss-0566.es-0568.srt;tt0119822_scene_80.mp4;-1;Easy Neg;[];5
